jdn_id,jdn_jtp_id,jdn_symbol,jdn_nazwa,jdn_aktywny,jdn_urz_id_wpro,jdn_data_wpro,jdn_urz_id_mod,jdn_data_mod,jdn_jdn_id,jdn_ulica,jdn_nr_bud,jdn_kod_pocztowy,jdn_regon,jdn_nazwa_pelna,jdn_jro_id,jdn_nip,jdn_nip_vat,jdn_nr_sap,jdn_nr_jpk
-99,0,,Miasto st. Warszawa,1,1,2014-03-03 14:35,285,2014-10-03 10:32,NULL,,,,,Miasto st. Warszawa,NULL,525-224-84-81,525-224-84-81,NULL,0
0,0,NULL,Urząd Miasta,1,1,NULL,NULL,NULL,-99,ul.Kredytowa,3,00-056,15259640,Urząd Miasta Stołecznego Warszawy,1,525-224-84-81,525-224-84-81,NULL,1960;
1,1,BEM,BEMOWO,1,1,NULL,209,2013-03-15 13:49,NULL,ul.Powstańców Śląskich,70,01-381,15259663,BEMOWO,1,525-224-84-81,525-224-84-81,3900000001,NULL;
2,1,BIA,BIAŁOŁĘKA,1,1,NULL,209,2013-03-15 13:49,NULL,ul.Modlińska,197,03-122,15259663,BIAŁOŁĘKA,1,525-224-84-81,525-224-84-81,3900000002,NULL
3,1,BIE,BIELANY,1,1,NULL,209,2013-03-12 14:30,NULL,ul.Żeromskiego,29,01-882,15259640,BIELANY,1,525-224-84-81,525-224-84-81,3900000003,NULL
4,1,MOK,MOKOTÓW,1,1,NULL,209,2013-03-12 14:31,NULL,ul.Rakowiecka,25/27,02-517,15259640,MOKOTÓW,1,525-224-84-81,525-224-84-81,3900000004,NULL
5,1,OCH,OCHOTA,1,1,NULL,209,2013-03-15 13:51,NULL,ul.Grójecka,17a,02-021,15259663,OCHOTA,1,525-224-84-81,525-224-84-81,3900000005,NULL
6,1,PRD,PRAGA POŁUDNIE,1,1,NULL,209,2013-03-12 14:32,NULL,ul.Grochowska,274,03-841,15259640,PRAGA POŁUDNIE,1,525-224-84-81,525-224-84-81,3900000006,NULL
7,1,PRN,PRAGA PÓŁNOC,1,1,NULL,209,2013-03-15 13:52,NULL,ul.Ks. Ignacego Kłopotowskiego,15,03-708,15259663,PRAGA PÓŁNOC,1,525-224-84-81,525-224-84-81,3900000007,NULL
8,1,REM,REMBERTÓW,1,1,NULL,209,2013-03-15 13:53,NULL,"Al.Gen. A.Chruściela ""Montera""",28,04-401,15259663,REMBERTÓW,1,525-224-84-81,525-224-84-81,3900000008,NULL
9,1,ŚRÓ,ŚRÓDMIEŚCIE,1,1,NULL,209,2013-03-15 13:53,NULL,ul.Nowogrodzka,43,00-691,15259663,ŚRÓDMIEŚCIE,1,525-224-84-81,525-224-84-81,3900000009,NULL
10,1,TAR,TARGÓWEK,1,1,NULL,209,2013-03-12 14:33,NULL,ul.Kondratowicza,20,00-983,15259640,TARGÓWEK,1,525-224-84-81,525-224-84-81,3900000010,NULL
11,1,URS,URSUS,1,1,NULL,209,2013-03-15 13:54,NULL,Pl.Czerwca 1976,1,02-495,15259663,URSUS,1,525-224-84-81,525-224-84-81,3900000011,NULL
12,1,URN,URSYNÓW,1,1,NULL,209,2013-03-15 13:54,NULL,Al.Komisji Edukacji Narodowej,61,02-777,15259663,URSYNÓW,1,525-224-84-81,525-224-84-81,3900000012,NULL
13,1,WAW,WAWER,1,1,NULL,209,2013-03-15 13:55,NULL,ul.Żegańska,1,04-713,15259663,WAWER,1,525-224-84-81,525-224-84-81,3900000013,NULL
14,1,WES,WESOŁA,1,1,NULL,209,2013-03-15 13:55,NULL,ul.1 Praskiego Pułku,33,05-075,15259663,WESOŁA,1,525-224-84-81,525-224-84-81,3900000014,NULL
15,1,WIL,WILANÓW,1,1,NULL,209,2013-03-15 13:56,NULL,ul.Franciszka Klimczaka,2,02-797,15259663,WILANÓW,1,525-224-84-81,525-224-84-81,3900000015,NULL
16,1,WŁO,WŁOCHY,1,1,NULL,209,2013-03-15 13:56,NULL,Al.Krakowska,257,02-133,15259663,WŁOCHY,1,525-224-84-81,525-224-84-81,3900000016,NULL
17,1,WOL,WOLA,1,1,NULL,209,2013-03-15 13:57,NULL,Al.Solidarności,90,01-003,15259663,WOLA,1,525-224-84-81,525-224-84-81,3900000017,NULL
18,1,ŻOL,ŻOLIBORZ,1,1,NULL,209,2013-03-15 13:57,NULL,ul.Słowackiego,06-VIII,01-627,15259663,ŻOLIBORZ,1,525-224-84-81,525-224-84-81,3900000018,NULL
19,2,UP/UM,URZĄD PRACY M.ST. WARSZAWY,1,1,NULL,209,2013-03-08 13:04,-99,ul.Grochowska,171 B,04-111,16210417,Urząd Pracy m.st. Warszawy,1,NULL,NULL,,1875
20,2,NULL,NULL,0,1,2011-01-25 09:03,209,2013-03-08 12:47,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
21,2,KMPSP/UM,Komenda Miejska Państwowej Straży Pożarnej m.st. Warszawy,1,1,2011-01-25 09:04,209,2013-03-08 12:53,-99,ul.Polna,1,00-622,13292107,Komenda Miejska Państwowej Straży Pożarnej m.st. Warszawy,1,NULL,NULL,,1850
22,2,PINB/UM,Powiatowy Inspektorat Nadzoru Budowlanego dla m.st. Warszawy,1,1,2011-01-25 09:05,209,2014-02-25 15:34,-99,ul.Bitwy Warszawskiej 1920r.,11,02-366,14974814,Powiatowy Inspektorat Nadzoru Budowlanego dla m.st. Warszawy,1,NULL,NULL,,1867
23,2,MB/UM,Miejskie Biuro Finansów Oświaty m.st. Warszawy,1,1,2011-01-25 09:05,209,2013-03-08 12:55,-99,ul.Mokotowska,55,00-542,15752866,Miejskie Biuro Finansów Oświaty m.st. Warszawy,1,NULL,525-224-84-81,3300000063,1891
24,2,WCP/UM,Warszawskie Centrum Pomocy Rodzinie,1,1,2011-01-25 09:06,188,2017-04-28 09:12,-99,ul.Lipińska,2,01-833,14931762,Warszawskie Centrum Pomocy Rodzinie,1,,,3300000107,1876
25,2,SPRdPP/UM,Specjalistyczna Poradnia Rodzinna d/s Przeciwdziałania Przemocy,1,1,2011-01-25 09:06,209,2013-03-08 12:58,-99,ul.Belgijska,4,02-511,141682214,Specjalistyczna Poradnia Rodzinna d/s Przeciwdziałania Przemocy,1,NULL,NULL,,1869
26,3,NULL,BIURO POLITYKI SPOŁECZNEJ,1,1,2011-01-25 09:07,NULL,2011-01-25 09:07,0,NULL,NULL,NULL,NULL,BIURO POLITYKI SPOŁECZNEJ,NULL,NULL,NULL,NULL,NULL
27,3,NULL,BIURO EDUKACJI,1,1,2011-01-25 09:08,NULL,NULL,0,NULL,NULL,NULL,NULL,BIURO EDUKACJI,NULL,NULL,NULL,NULL,NULL
28,3,NULL,BIURO KSIĘGOWOŚCI I KONTRASYGNATY,1,1,2011-01-25 09:08,NULL,NULL,0,NULL,NULL,NULL,NULL,BIURO KSIĘGOWOŚCI I KONTRASYGNATY,NULL,NULL,NULL,NULL,NULL
29,2,OPS/BEM,Ośrodek Pomocy Społecznej Dzielnicy Bemowo m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:26,1,ul.Rozłogi,10,01-310,10773800,Ośrodek Pomocy Społecznej Dzielnicy Bemowo m.st. Warszawy,1,NULL,NULL,NULL,1002
30,2,DBFO/BEM,Dzielnicowe Biuro Finansów Oświaty - Bemowo m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:56,1,ul.Rzędzińska,3,01-368,15740538,Dzielnicowe Biuro Finansów Oświaty - Bemowo m.st. Warszawy,1,NULL,525-224-84-81,NULL,1005
31,2,SPR/BEM,Specjalistyczna Poradnia Rodzinna Dzielnicy Bemowo ,1,NULL,NULL,209,2013-03-27 09:52,1,ul.Pełczyńskiego,28e,01-471,12922753,Specjalistyczna Poradnia Rodzinna Dzielnicy Bemowo ,1,NULL,NULL,NULL,1004
32,2,CPZiEE/BEM,Centrum Promocji Zdrowia i Edukacji Ekologicznej Dzielnicy Bemowo m.st. Warszawy,1,NULL,NULL,1,2016-02-19 12:25,1,ul.Powstańców Śląskich,70,01-381,16050729,Centrum Promocji Zdrowia i Edukacji Ekologicznej Dzielnicy Bemowo m.st. Warszawy,1,,,NULL,NULL
33,2,,Ośrodek Sportu i Rekreacji m.st. Warszawy Dzielnicy Bemowo,1,1,2013-03-27 08:00,209,2013-03-27 09:26,1,ul.Oławska,3a,01-494,17359400,Ośrodek Sportu i Rekreacji m.st. Warszawy Dzielnicy Bemowo,2,NULL,NULL,NULL,1003
34,2,OPS/BIA,Ośrodek Pomocy Społecznej Dzielnicy Białołęka m.st. Warszawy,1,NULL,NULL,209,2014-02-25 15:30,2,ul.Marywilska,44c,03-042,10751916,Ośrodek Pomocy Społecznej Dzielnicy Białołęka m.st. Warszawy,1,NULL,NULL,NULL,1040
35,2,DBFO/BIA,Dzielnicowe Biuro Finansów Oświaty - Białołęka m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:57,2,ul.Modlińska,190,03-119,15740188,Dzielnicowe Biuro Finansów Oświaty - Białołęka m.st. Warszawy,1,NULL,525-224-84-81,NULL,1043
36,2,ZGN/BIA,Zakład Gospodarowania Nieruchomościami w Dzielnicy Białołęka m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:34,2,ul.Marywilska,44,03-042,10842257,Zakład Gospodarowania Nieruchomościami w Dzielnicy Białołęka m.st. Warszawy,1,NULL,NULL,NULL,1041
37,2,BOS/BIA,Białołęcki Ośrodek Sportu,1,NULL,NULL,209,2014-02-26 09:12,2,ul.Światowida,56,03-144,13160067,Białołęcki Ośrodek Sportu,1,NULL,NULL,NULL,1042
38,2,OPS/BIE,Ośrodek Pomocy Społecznej Dzielnicy Bielany m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:40,3,ul.Przybyszewskiego,80/82,01-824,10843854,Ośrodek Pomocy Społecznej Dzielnicy Bielany m.st. Warszawy,1,NULL,NULL,NULL,1070
39,2,DBFO/BIE,Dzielnicowe Biuro Finansów Oświaty - Bielany m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:57,3,ul.Żeromskiego,29,01-882,15740544,Dzielnicowe Biuro Finansów Oświaty - Bielany m.st. Warszawy,1,NULL,525-224-84-81,NULL,1073
40,2,ZGN/BIE,Zakład Gospodarowania Nieruchomościami w Dzielnicy Bielany m.st. W-wy,1,NULL,NULL,209,2013-03-20 15:32,3,ul.Grębałowska,23/25,01-808,10858838,Zakład Gospodarowania Nieruchomościami w Dzielnicy Bielany m.st. W-wy,1,NULL,NULL,NULL,1072
41,2,SPR/BIE,Specjalistyczna Poradnia Rodzinna Dzielnicy Bielany m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:41,3,Al.Zjednoczenia,11,01-829,16054986,Specjalistyczna Poradnia Rodzinna Dzielnicy Bielany m.st. Warszawy,1,NULL,NULL,NULL,1071
42,2,CRS/BIE,Centrum Rekreacyjno-Sportowe m.st. Warszawy w  Dzielnicy Bielany,1,NULL,NULL,209,2013-03-27 09:39,3,ul.Conrada,6,01-922,141165683,Centrum Rekreacyjno-Sportowe m.st. Warszawy w  Dzielnicy Bielany,1,NULL,NULL,NULL,1069
43,2,OPS/MOK,Ośrodek Pomocy Społecznej Dzielnicy Mokotów m. st. Warszawy,1,NULL,NULL,209,2013-03-27 10:04,4,ul.Falęcka,10,02-545,2185328,Ośrodek Pomocy Społecznej Dzielnicy Mokotów m. st. Warszawy,1,NULL,NULL,NULL,1138
44,2,DBFO/MOK,Dzielnicowe Biuro Finansów Oświaty - Mokotów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:58,4,ul.Postępu,13,02-676,253238,Dzielnicowe Biuro Finansów Oświaty - Mokotów m.st. Warszawy,1,NULL,525-224-84-81,NULL,1139
45,2,ZGN/MOK,Zakład Gospodarowania Nieruchomościami w Dzielnicy Mokotów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:02,4,ul.Irysowa,19,02-660,10858407,Zakład Gospodarowania Nieruchomościami w Dzielnicy Mokotów m.st. Warszawy,1,NULL,NULL,NULL,1137
46,2,DBFO/OCH,Dzielnicowe Biuro Finansów Oświaty - Ochota m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:59,5,ul.Radomska,13/21,02-323,228074,Dzielnicowe Biuro Finansów Oświaty - Ochota m.st. Warszawy,1,NULL,525-224-84-81,NULL,1252
47,2,OSIR/OCH,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Ochota,1,NULL,NULL,209,2013-03-08 11:26,5,ul.Nowowiejska,37B,02-010,16191016,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Ochota,1,NULL,NULL,NULL,1250
48,2,ZGN/OCH,Zakład Gospodarowania Nieruchomościami w Dzielnicy Ochota m.st. Warszawy,1,NULL,NULL,209,2014-02-25 15:37,5,ul.Białobrzeska,11,02-379,140700163,Zakład Gospodarowania Nieruchomościami w Dzielnicy Ochota m.st. Warszawy,1,NULL,NULL,NULL,1251
49,2,OPS/OCH,Ośrodek Pomocy Społecznej Dzielnicy Ochota m.st. Warszawy ,1,NULL,NULL,209,2013-03-27 09:13,5,ul.Przemyska,11,02-361,2004893,Ośrodek Pomocy Społecznej Dzielnicy Ochota m.st. Warszawy ,1,NULL,NULL,NULL,1249
50,2,OPS/PRD,Ośrodek Pomocy Społecznej Dzielnicy Praga Południe m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:14,6,ul.Wiatraczna,11,04-366,2155793,Ośrodek Pomocy Społecznej Dzielnicy Praga Południe m.st. Warszawy,1,NULL,NULL,NULL,1298
51,2,DBFO/PRD,Dzielnicowe Biuro Finansów Oświaty - Praga Południe m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:59,6,ul.Grochowska,262,04-398,232584,Dzielnicowe Biuro Finansów Oświaty - Praga Południe m.st. Warszawy,1,NULL,525-224-84-81,NULL,1301
52,2,ZGN/PRD,Zakład Gospodarowania Nieruchomościami w Dzielnicy Pr. Południe m. st. Warszawy,1,NULL,NULL,209,2013-03-27 09:48,6,ul.Walewska,4,04-022,10445119,Zakład Gospodarowania Nieruchomościami w Dzielnicy Pr. Południe m. st. Warszawy,1,NULL,NULL,NULL,1300
53,2,NULL,Ośrodek Sportu i Rekreacji Dzielnicy Praga Południe m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:05,6,ul.Siennicka,40,04-393,16096499,Ośrodek Sportu i Rekreacji Dzielnicy Praga Południe m.st. Warszawy,1,NULL,NULL,NULL,1299
54,2,OPS/PRN,Ośrodek Pomocy Społecznej Dzielnicy Praga Północ m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:15,7,ul.Szymanowskiego,VI-61,03-477,2164473,Ośrodek Pomocy Społecznej Dzielnicy Praga Północ m.st. Warszawy,1,NULL,NULL,NULL,1382
55,2,DBFO/PRN,Dzielnicowe Biuro Finansów Oświaty - Praga Północ m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:00,7,ul.Targowa,42 lok. 2a,03-733,6745994,Dzielnicowe Biuro Finansów Oświaty - Praga Północ m.st. Warszawy,1,NULL,525-224-84-81,NULL,1386
56,2,ZGN/PRN,Zakład Gospodarowania Nieruchomościami w Dzielnicy Pr. Północ m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:06,7,ul.Jagiellońska,23,03-719,11513343,Zakład Gospodarowania Nieruchomościami w Dzielnicy Pr. Północ m.st. Warszawy,1,NULL,NULL,NULL,1383
57,2,DOSR/PRN,Dzielnicowy Ośrodek Sportu i Rekreacji Dzielnicy Praga Północ m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:07,7,ul.Kawęczyńska,44,03-770,12663694,Dzielnicowy Ośrodek Sportu i Rekreacji Dzielnicy Praga Północ m.st. Warszawy,1,NULL,NULL,NULL,1385
58,2,ZPTP/PRN,Zarząd Praskich Terenów Publicznych w Dz. Praga Północ m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:54,7,ul.Burdzińskiego,7,03-480,11312165,Zarząd Praskich Terenów Publicznych w Dz. Praga Północ m.st. Warszawy,1,NULL,NULL,NULL,1384
59,2,OPS/REM,Ośrodek Pomocy Społecznej Dzielnicy Rembertów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:15,8,ul.Plutonowych,10,04-404,10819420,Ośrodek Pomocy Społecznej Dzielnicy Rembertów m.st. Warszawy,1,NULL,NULL,NULL,1418
60,2,DBFO/REM,Dzielnicowe Biuro Finansów Oświaty - Rembertów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:00,8,"Al.Gen. A. Chruściela ""Montera""",28,04-401,11335226,Dzielnicowe Biuro Finansów Oświaty - Rembertów m.st. Warszawy,1,NULL,525-224-84-81,NULL,1420
61,2,ZGN/REM,Zakład Gospodarowania Nieruchomościami w Dzielnicy Rembertów m.st. Warszawy,0,NULL,NULL,209,2013-03-27 10:07,8,ul.Strażacka,96,04-455,11843224,Zakład Gospodarowania Nieruchomościami w Dzielnicy Rembertów m.st. Warszawy,1,NULL,NULL,NULL,1419
62,2,CPS/ŚRO,Centrum Pomocy Społecznej Dzielnicy Śródmieście m.st. Warszawy,1,NULL,NULL,1,2015-03-18 13:24,9,ul.Konwiktorska,03-V,00-217,146349028,Centrum Pomocy Społecznej Dzielnicy Śródmieście m.st. Warszawy,1,,,NULL,1432
63,2,DBFO/ŚRO,Dzielnicowe Biuro Finansów Oświaty - Śródmieście m.st. Warszawy,1,NULL,NULL,209,2014-02-25 15:28,9,ul.Smolna,10a,00-375,13004433,Dzielnicowe Biuro Finansów Oświaty - Śródmieście m.st. Warszawy,1,NULL,525-224-84-81,NULL,1436
64,2,ZGN/ŚRÓ,Zakład Gospodarowania Nieruchomościami w Dzielnicy Śródmieście m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:08,9,ul.Szwoleżerów,5,00-464,12547634,Zakład Gospodarowania Nieruchomościami w Dzielnicy Śródmieście m.st. Warszawy,1,NULL,NULL,NULL,1435
65,2,ZTP/ŚRÓ,Zarząd Terenów Publicznych,1,NULL,NULL,1,2015-03-06 10:18,9,ul. Podwale,23,00-261,10496921,Zarząd Terenów Publicznych,1,,,,1434
66,2,NULL,Śródmiejski Ośrodek Opiekuńczy w Dzielnicy Śródmieście,1,NULL,NULL,209,2013-03-27 10:03,9,ul.Świętojerska,12a,00-236,10622870,Śródmiejski Ośrodek Opiekuńczy w Dzielnicy Śródmieście,1,NULL,NULL,NULL,NULL
67,2,NULL,Ośrodek Sportu i Rekreacji m.st. Warszawy Dzielnicy Śródmieście,1,NULL,NULL,209,2013-03-08 11:47,9,ul.Polna,7a,00-625,15206773,Ośrodek Sportu i Rekreacji m.st. Warszawy Dzielnicy Śródmieście,2,NULL,NULL,NULL,1433
68,2,OPS/TAR,Ośrodek Pomocy Społecznej Dzielnicy Targówek m.st. Warszawy,1,NULL,NULL,209,2014-02-25 15:32,10,ul.Św. Wincentego,87,03-291,10908915,Ośrodek Pomocy Społecznej Dzielnicy Targówek m.st. Warszawy,1,NULL,NULL,NULL,1523
69,2,DBFO/TAR,Dzielnicowe Biuro Finansów Oświaty -Targówek m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:50,10,ul.Stojanowska,XII-14,03-558,10812960,Dzielnicowe Biuro Finansów Oświaty -Targówek m.st. Warszawy,1,NULL,525-224-84-81,NULL,1526
70,2,ZGN/TAR,Zakład Gospodarowania Nieruchomościami w Dzielnicy Targówek m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:51,10,ul.Gościeradowska,5,03-535,16451807,Zakład Gospodarowania Nieruchomościami w Dzielnicy Targówek m.st. Warszawy,1,NULL,NULL,NULL,1525
71,2,NULL,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek,1,NULL,NULL,209,2013-03-27 10:09,10,ul.Łabiszyńska,20,03-397,145972096,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Targówek,2,NULL,NULL,NULL,1524
72,2,OPS/URS,Ośrodek Pomocy Społecznej Dzielnicy Ursus m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:17,11,Pl.Czerwca 1976,1,02-495,10227032,Ośrodek Pomocy Społecznej Dzielnicy Ursus m.st. Warszawy,1,NULL,NULL,NULL,1571
73,2,DBFO/URS,Dzielnicowe Biuro Finansów Oświaty- Ursus m.st. Warszawy,1,NULL,NULL,209,2013-03-27 08:55,11,Pl.Czerwca 1976,1,02-495,10160606,Dzielnicowe Biuro Finansów Oświaty- Ursus m.st. Warszawy,1,NULL,525-224-84-81,NULL,1574
74,2,ZGN/URS,Zakład Gospodarowania Nieruchomościami w Dzielnicy Ursus m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:10,11,ul.Szancera,5,02-495,10409218,Zakład Gospodarowania Nieruchomościami w Dzielnicy Ursus m.st. Warszawy,1,NULL,NULL,NULL,1573
75,2,NULL,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Ursus,1,NULL,NULL,209,2013-03-08 11:53,11,ul.Sosnkowskiego,3,02-495,15720381,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Ursus,2,NULL,NULL,NULL,1572
76,2,OPS/URN,Ośrodek Pomocy Społecznej Dzielnicy Ursynów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:21,12,ul.Cybisa,7,02-784,10847964,Ośrodek Pomocy Społecznej Dzielnicy Ursynów m.st. Warszawy,1,NULL,NULL,NULL,1595
77,2,DBFO/URN,Dzielnicowe Biuro Finansów Oświaty - Ursynów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:02,12,ul.KEN,61,02-777,11136395,Dzielnicowe Biuro Finansów Oświaty - Ursynów m.st. Warszawy,1,NULL,525-224-84-81,NULL,1596
78,2,NULL,Ursynowskie Centrum Sportu i Rekreacji,1,NULL,NULL,209,2013-03-08 10:49,12,ul.Pileckiego,122,02-781,13053785,Ursynowskie Centrum Sportu i Rekreacji,2,NULL,NULL,NULL,1644
79,2,OPS/WAW,Ośrodek Pomocy Społecznej Dzielnicy Wawer m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:22,13,ul.Włókiennicza,54,04-974,10822042,Ośrodek Pomocy Społecznej Dzielnicy Wawer m.st. Warszawy,1,NULL,NULL,NULL,1646
80,2,DBFO/WAW,Dzielnicowe Biuro Finansów Oświaty - Wawer m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:03,13,ul.Włókiennicza,54,04-974,15742514,Dzielnicowe Biuro Finansów Oświaty - Wawer m.st. Warszawy,1,NULL,525-224-84-81,NULL,1650
81,2,ZGN/WAW,Zakład Gospodarowania Nieruchomościami w Dzielnicy Wawer m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:10,13,ul.Trakt Lubelski,353,04-667,10836340,Zakład Gospodarowania Nieruchomościami w Dzielnicy Wawer m.st. Warszawy,1,NULL,NULL,NULL,1649
82,2,OSIR/WAW,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Wawer,1,NULL,NULL,209,2013-03-27 10:11,13,ul.V Poprzeczna,22,04-611,142461001,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Wawer,1,NULL,NULL,NULL,1647
83,2,SPR/WAW,Specjalistyczna Poradnia Rodzinna Dzielnicy Wawer m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:12,13,ul.Włókiennicza,54,04-974,15212325,Specjalistyczna Poradnia Rodzinna Dzielnicy Wawer m.st. Warszawy,1,NULL,NULL,NULL,1648
85,2,OPS/WES,Ośrodek Pomocy Społecznej Dzielnicy Wesoła m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:23,14,ul. 1 Praskiego Pułku,21a,05-075,6711848,Ośrodek Pomocy Społecznej Dzielnicy Wesoła m.st. Warszawy,1,NULL,NULL,NULL,1674
86,2,DBFO/WES,Dzielnicowe Biuro Finansów Oświaty - Wesoła m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:03,14,Pl.Wojska Polskiego,28,05-075,671237,Dzielnicowe Biuro Finansów Oświaty - Wesoła m.st. Warszawy,1,NULL,525-224-84-81,NULL,1675
87,2,OPS/WIL,Ośrodek Pomocy Społecznej Dzielnicy Wilanów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:24,15,ul.Przyczółkowa,27A,02-968,10857520,Ośrodek Pomocy Społecznej Dzielnicy Wilanów m.st. Warszawy,1,NULL,NULL,NULL,1690
88,2,DBFO/WIL,Dzielnicowe Biuro Finansów Oświaty - Wilanów m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:04,15,ul.Franciszka Klimczaka,4,02-797,15771007,Dzielnicowe Biuro Finansów Oświaty - Wilanów m.st. Warszawy,1,NULL,525-224-84-81,NULL,1691
89,2,OPS/WŁO,Ośrodek Pomocy Społecznej Dzielnicy Włochy m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:24,16,ul.Czereśniowa,35,02-457,10827246,Ośrodek Pomocy Społecznej Dzielnicy Włochy m.st. Warszawy,1,NULL,NULL,NULL,1700
90,2,DBFO/WŁO,Dzielnicowe Biuro Finansów Oświaty - Włochy m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:05,16,ul. Malownicza,31a,02-272,15759970,Dzielnicowe Biuro Finansów Oświaty - Włochy m.st. Warszawy,1,NULL,525-224-84-81,NULL,1703
91,2,ZGN/WŁO,Zakład Gospodarowania Nieruchomościami w Dzielnicy Włochy m.st. Warszawy,1,NULL,NULL,209,2013-03-27 10:13,16,ul.Bolesława Chrobrego,7,02-479,10817934,Zakład Gospodarowania Nieruchomościami w Dzielnicy Włochy m.st. Warszawy,1,NULL,NULL,NULL,1702
92,2,OSIR/WŁO,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Włochy,1,NULL,NULL,209,2013-03-08 12:02,16,ul.Gładka,18,02-172,142553826,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Włochy,1,NULL,NULL,NULL,1701
93,2,OPS/WOL,Ośrodek Pomocy Społecznej Dzielnicy Wola m.st. Warszawy,1,NULL,NULL,209,2013-03-08 12:07,17,ul.Bema,91,01-233,2010882,Ośrodek Pomocy Społecznej Dzielnicy Wola m.st. Warszawy,1,NULL,NULL,NULL,1724
94,2,ZGN/WOL,Zakład Gospodarowania Nieruchomościami w Dzielnicy Wola m.st. Warszawy,1,NULL,NULL,209,2013-03-26 13:20,17,ul.Bema,70,01-225,OOO665840,Zakład Gospodarowania Nieruchomościami w Dzielnicy Wola m.st. Warszawy,1,NULL,NULL,NULL,1725
95,2,DBFO/WOL,Dzielnicowe Biuro Finansów Oświaty - Wola m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:05,17,ul.Rogalińska,2,01-206,10436362,Dzielnicowe Biuro Finansów Oświaty - Wola m.st. Warszawy,1,NULL,525-224-84-81,NULL,1726
96,2,NULL,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Wola,1,NULL,NULL,209,2013-03-27 09:25,17,ul.Esperanto,5,01-049,13083214,Ośrodek Sportu i Rekreacji m.st. Warszawy w Dzielnicy Wola,2,NULL,NULL,NULL,1737
97,2,OPS/,Ośrodek Pomocy Społecznej Dzielnicy Żoliborz m.st. Warszawy,1,NULL,NULL,209,2016-03-03 12:32,18,ul.Dembińskiego,3,01-644,2004203,Ośrodek Pomocy Społecznej Dzielnicy Żoliborz m.st. Warszawy,1,,,NULL,1797
98,2,ZGN/ŻOL,Zakład Gospodarowania Nieruchomościami w Dzielnicy Żoliborz m.st. Warszawy,1,NULL,NULL,209,2013-03-27 09:59,18,ul.Marii Kazimiery,1,01-641,11104337,Zakład Gospodarowania Nieruchomościami w Dzielnicy Żoliborz m.st. Warszawy,1,NULL,NULL,NULL,1799
